,Unixdatetime,values
0,1462579200.0,0.09
1,1462581000.0,0.03
2,1462582800.0,0.33
3,1462584600.0,0.1
4,1462586400.0,0.48
5,1462588200.0,0.26
6,1462590000.0,0.49
7,1462591800.0,0.43
8,1462593600.0,0.31
9,1462595400.0,0.2
10,1462597200.0,0.07
11,1462599000.0,0.24
12,1462600800.0,0.02
13,1462602600.0,0.19
14,1462604400.0,0.49
15,1462606200.0,0.05
16,1462608000.0,0.46
17,1462609800.0,0.41
18,1462611600.0,0.04
19,1462613400.0,0.1
20,1462615200.0,0.46
21,1462617000.0,0.47
22,1462618800.0,0.74
23,1462620600.0,0.03
24,1462622400.0,0.09
25,1462624200.0,0.41
26,1462626000.0,0.06
27,1462627800.0,0.34
28,1462629600.0,0.05
29,1462631400.0,0.18
30,1462633200.0,0.76
31,1462635000.0,0.02
32,1462636800.0,0.08
33,1462638600.0,0.4
34,1462640400.0,0.66
35,1462642200.0,0.25
36,1462644000.0,0.1
37,1462645800.0,0.28
38,1462647600.0,0.25
39,1462649400.0,0.18
40,1462651200.0,0.0
41,1462653000.0,0.14
42,1462654800.0,0.43
43,1462656600.0,0.02
44,1462658400.0,0.06
45,1462660200.0,0.71
46,1462662000.0,0.24
47,1462663800.0,0.06
